TIPO ;DATA;ATOS NORMATIVOS;DESCRIÇÂO;LEIS;LINK
Bens da união;05/02/2001;DECRETO Nº 3.743, DE 5 DE FEVEREIRO DE 2001.;Regulamenta a Lei nº 6.431, de 11 de julho de 1977, que autoriza a doação de porções de terras devolutas a Municípios incluídos na região da Amazônia Legal, para os fins que especifica, e dá outras providências.;DECRETO Nº 3.743;https://bit.ly/2XoXOVM
Bens da união;20/06/2014;"LEI Nº 13.001, DE 20 DE
JUNHO DE 2014.";"Dispõe sobre a liquidação de créditos concedidos aos assentados da reforma
agrária.
Artigos 21 e 22.";LEI Nº 13.001;"https://bit.ly/2ExszjW
"
Bens da união;10/07/1934;DECRETO Nº 24.643, DE 10 DE JULHO DE 1934.;Decreta o Código de Águas. Art. 9 a 15;DECRETO Nº 24.643;http://www.planalto.gov.br/ccivil_03/decreto/D24643.htm
Faixa de domínio de rodovia;06/04/1966;"LEI N° 4.947, DE 6 DE
ABRIL DE 1966.";"Fixa Normas de Direito Agrário, dispõe sobre o Sistema de Organização e
Funcionamento do Instituto Brasileiro de Reforma Agrária, e dá outras
Providências.
Art 5º";LEI N° 4.947;https://bit.ly/2Ny9IrW
Faixa de domínio de rodovia;16/06/1970;DECRETO-LEI Nº 1.106, DE 16 DE JUNHO DE 1970.;"Cria o Programa de Integração Nacional, altera a legislação do imposto de renda das pessoas jurídicas na parte referente a incentivos fiscais e dá outras providências.
Art.2°, § 1º";DECRETO-LEI Nº 1.106;https://bit.ly/2veblF4
Faixa de domínio de rodovia;01/04/1971;DECRETO-LEI N° 1.164, DE 1º DE ABRIL DE 1971. (REVOGADO);Declara indispensáveis à segurança e ao desenvolvimento nacionais terras devolutas situadas na faixa de cem quilômetros de largura em cada lado do eixo de rodovias na Amazônia Legal, e dá outras providências. Revogado pelo Decreto-Lei nº 2.375, de 24.11.1987;DECRETO-LEI N° 1.164;https://bit.ly/2U8RCPL
Faixa de domínio de rodovia;24/11/1987;DECRETO-LEI Nº 2.375, DE 24 DE NOVEMBRO DE 1987.;Revoga o Decreto-lei nº 1.164, de 1º de abril de 1971, dispõe sobre terras públicas, e dá outras providências.;DECRETO-LEI Nº 2.375;https://bit.ly/2GKeiTf
Faixa de domínio de rodovia;22/04/1988;DECRETO N° 95.956, DE 22 DE ABRIL DE 1988.;Regulamenta o art. 5° do Decreto-lei n° 2.375, de 24 de novembro de 1987, que autoriza a União a transferir, a título gratuito, a Estados ou Territórios, terras públicas a ela pertencentes.;DECRETO N° 95.956;https://bit.ly/2EzePFi
Faixa de domínio de rodovia;05/02/2001;DECRETO Nº 3.743, DE 5 DE FEVEREIRO DE 2001.;Regulamenta a Lei no 6.431, de 11 de julho de 1977, que autoriza a doação de porções de terras devolutas a Municípios incluídos na região da Amazônia Legal, para os fins que especifica, e dá outras providências.;DECRETO Nº 3.743;https://bit.ly/2XoXOVM
Faixa de domínio de rodovia;15/12/2014;DECRETO Nº 8.376, DE 15 DE DEZEMBRO DE 2014.;Transfere para o Departamento Nacional de Infraestrutura de Transportes - DNIT a administração patrimonial dos imóveis da União que especifica.;DECRETO Nº 8.376;https://bit.ly/2EyL2N1
Convênio e congêneres;30/11/1964;"LEI Nº 4.504, DE 30 DE
NOVEMBRO DE 1964.";"Dispõe sobre o Estatuto da Terra, e dá outras providências.
Art. 6° a 8º, 11, 31 e 46 §2º";LEI Nº 4.504;https://bit.ly/2zy81F1
Convênio e congêneres;21/06/1993;"LEI Nº 8.666, DE 21 DE
JUNHO DE 1993.";"Regulamenta o art. 37, inciso XXI, da Constituição Federal, institui normas
para licitações e contratos da Administração Pública";LEI Nº 8.666;https://bit.ly/2NdkWEl
Convênio e congêneres;31/07/2014;"LEI Nº 13.019, DE 31 DE
JULHO DE 2014.";"Estabelece o regime jurídico das parcerias entre a administração pública e as
organizações da sociedade civil, em regime de mútua cooperação, para a
consecução de finalidades de interesse público e recíproco, mediante a
execução de atividades ou de projetos previamente estabelecidos em planos de
trabalho inseridos em termos de colaboração, em termos de fomento ou em
acordos de cooperação; define diretrizes para a política de fomento, de
colaboração e de cooperação com organizações da sociedade civil; e altera as
Leis nos 8.429, de 2 de junho de 1992, e 9.790, de 23 de março de 1999.";LEI Nº 13.019;https://bit.ly/1oGNPR9
Convênio e congêneres;16/02/1996;DECRETO Nº 1.819, DE 16 DE FEVEREIRO DE 1996.;Disciplina as transferências de recursos da União por intermédio de instituições e agências financeiras oficiais federais e dá outras providências.;DECRETO Nº 1.819;https://bit.ly/2GLfjdH
Convênio e congêneres;25/07/2007;DECRETO Nº 6.170, DE 25 DE JULHO DE 2007.;Dispõe sobre as normas relativas às transferências de recursos da União mediante convênios e contratos de repasse, e dá outras providências.;DECRETO Nº 6.170;https://bit.ly/29mAO3y
Convênio e congêneres;16/09/2011;DECRETO Nº 7.568, DE 16 DE SETEMBRO DE 2011.;Altera o Decreto n° 6.170, de 25 de julho de 2007, que dispõe sobre as normas relativas às transferências de recursos da União mediante convênios e contratos de repasse...;DECRETO Nº 7.568;https://bit.ly/2Swvsp2
Convênio e congêneres;12/12/2011;DECRETO Nº 7.641, DE 12 DE DEZEMBRO DE 2011.;;DECRETO Nº 7.641;https://bit.ly/2tHj9vK
Convênio e congêneres;27/04/2016;DECRETO Nº 8.726, DE 27 DE ABRIL DE 2016.;;DECRETO Nº 8.726;https://bit.ly/2IAMK4x
Convênio e congêneres;24/11/2016;DECRETO Nº 8.915, DE 24 DE NOVEMBRO DE 2016.;;DECRETO Nº 8.915;https://bit.ly/2tD10PT
Convênio e congêneres;27/12/2016;DECRETO Nº 8.943, DE 27 DE DEZEMBRO DE 2016.;;DECRETO Nº 8.943;https://bit.ly/2GOtGhi
Convênio e congêneres;15/03/2018;DECRETO Nº 9.311, DE 15 DE MARÇO DE 2018;;DECRETO Nº 9.311;https://bit.ly/2tDdPtS
Convênio e congêneres;29/05/2008;"PORTARIA INTERMINISTERIAL N° 127MPOG/MF/CGU DE 29 DE MAIO DE 2008.
(REVOGADA)";;PORTARIA INTERMINISTERIAL N° 127MPOG/MF/CGU;https://bit.ly/2SZJ3tU
Convênio e congêneres;20/06/2008;PORTARIA INTERMINISTERIAL N°165/MPOG/MF/CGU DE 20 DE JUNHO DE 2008. (REVOGADA);;PORTARIA INTERMINISTERIAL N°165/MPOG/MF/CGU;https://bit.ly/2Uax35d
Convênio e congêneres;24/11/2011;"PORTARIA INTERMINISTERIAL N°507/MPOG/MF/ CGU DE 24 DE NOVEMBRO DE 2011.
(REVOGADA)";;PORTARIA INTERMINISTERIAL N°507/MPOG/MF/ CGU;https://bit.ly/2xQFOYw
Convênio e congêneres;07/10/2013;PORTARIA INTERMINISTERIAL N° 355, DE 07 DE OUTUBRO DE 2013.;;PORTARIA INTERMINISTERIAL N° 355;https://bit.ly/2XpoFB6
Convênio e congêneres;16/02/2017;INSTRUÇÃO NORMATIVA/SEGES Nº 1, DE 16 DE FEVEREIRO DE 2017.;;INSTRUÇÃO NORMATIVA/SEGES Nº 1;https://bit.ly/2T5IzCv
Convênio e congêneres;06/11/2018;INSTRUÇÃO NORMATIVA INTERMINISTERIAL MP/MF/CGU Nº 5, DE 6 DE NOVEMBRO DE 2018.;;INSTRUÇÃO NORMATIVA INTERMINISTERIAL MP/MF/CGU Nº 5;https://bit.ly/2EctzZd
Convênio e congêneres;30/12/2016;PORTARIA INTERMINISTERIAL Nº 424, DE 30 DE DEZEMBRO DE 2016;;PORTARIA INTERMINISTERIAL Nº 424;https://bit.ly/2kO7xVo
Créditos;30/11/1964;LEI Nº 4.504, DE 30 DE NOVEMBRO DE 1964.;Dispõe sobre o Estatuto da Terra, e dá outras providências. Artigos 81 a 83;LEI Nº 4.504;https://bit.ly/2zy81F1
Créditos;05/11/1965;LEI N° 4.829, DE 5 DE NOVEMBRO DE 1965.;Institucionaliza o crédito rural.;LEI N° 4.829;https://bit.ly/2Vlg6VT
Créditos;25/02/1993;LEI Nº 8.629, DE 25 DE FEVEREIRO DE 1993.;Dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal. Art. 17;LEI Nº 8.629,;https://bit.ly/2U9TZSf
Créditos;10/11/1995;LEI Nº 9.126, DE 10 DE NOVEMBRO DE 1995.;"Dispõe sobre a aplicação da Taxa de Juros de Longo Prazo.
Art. 7°";LEI Nº 9.126;https://bit.ly/2U8MOd5
Créditos;04/02/1998;LEI COMPLEMENTAR Nº 93, DE 4 DE FEVEREIRO DE 1998.;Institui o Fundo de Terras e da Reforma Agrária - Banco da Terra - e dá outras providências.;LEI COMPLEMENTAR Nº 93;https://bit.ly/2tMWs9T
Créditos;29/11/1995;LEI Nº 9.138, DE 29 DE NOVEMBRO DE 1995.;Dispõe sobre o crédito, o rural, e dá outras providências.;LEI Nº 9.138;https://bit.ly/2ExZIfd
Créditos;20/06/2014;LEI Nº 13.001, DE 20 DE JUNHO DE 2014.;Dispõe sobre a liquidação de créditos concedidos aos assentados da reforma agrária, concede remissão nos casos em que especifica e dá outras providências.;LEI Nº 13.001;https://bit.ly/2ExszjW
Créditos;27/10/1966;DECRETO N° 59.428, DE 27 DE OUTUBRO DE 1966.;Regulamenta os Capítulos I e II do Título II, o Capítulo II do Título III, e os arts. 81,82,83,91,109,111,114,115 e 126 da Lei nº 4.504, de 30 de novembro de 1964, o art. 22 do Decreto-lei nº 22.239, de 19 de dezembro de 1932, e os arts. 9,10,11,12,22 e 23 da Lei nº 4.947, de 6 de abril de 1966.;DECRETO N° 59.428;https://bit.ly/2tEIWVJ
Créditos;27/12/2013;DECRETO Nº 8.179, DE 27 DE DEZEMBRO DE 2013.;Regulamenta o art. 8º da Medida Provisória nº 636, de 26 de dezembro de 2013, que dispõe sobre a liquidação de créditos concedidos aos assentados da reforma agrária, concede remissão nos casos em que especifica e dá outras providências;DECRETO Nº 8.179;https://bit.ly/2Sq7VWt
Créditos;26/06/2018;DECRETO Nº 9.424, DE 26 DE JUNHO DE 2018.;Regulamenta o inciso V do caput do art. 17 da Lei nº 8.629, de 25 de fevereiro de 1993, que dispõe sobre a concessão de créditos de instalação de projetos de assentamento aos beneficiários do Programa Nacional de Reforma Agrária.;DECRETO Nº 9.424;https://bit.ly/2TjNdMG
Créditos;05/03/2010;INSTRUÇÃO NORMATIVA N° 58, DE 5 DE MARÇO DE 2010.;Fixa valores e normas gerais para a implementação do Crédito Instalação aos beneficiários dos projetos da Reforma Agrária.;INSTRUÇÃO NORMATIVA N° 58;https://bit.ly/2TiNlfl
Créditos;21/10/2010;INSTRUÇÃO NORMATIVA N° 64, DE 21 DE OUTUBRO DE 2010.;Estabelece os procedimentos para cobrança e recebimento dos créditos Instalação, concedidos aos beneficiários do Programa Nacional de Reforma Agrária.;INSTRUÇÃO NORMATIVA N° 64;https://bit.ly/2BVGgYb
Créditos;16/08/2011;INSTRUÇÃO NORMATIVA N° 68, DE 16 DE AGOSTO DE 2011;Fixa valores e normas gerais para a implementação de Crédito Instalação aos beneficiários dos projetos da Reforma Agrária.;INSTRUÇÃO NORMATIVA N° 68;https://bit.ly/2H1bDnu
Créditos;06/12/2011;INSTRUÇÃO NORMATIVA N° 69, DE 6 DE DEZEMBRO DE 2011.;Estabelece os procedimentos para cobrança e recebimento dos créditos Instalação, concedidos aos beneficiários do Programa Nacional de Reforma Agrária;INSTRUÇÃO NORMATIVA N° 69;https://bit.ly/2StaDL5
Créditos;14/11/2012;INSTRUÇÃO NORMATIVA Nº 74, DE 14 DE NOVEMBRO DE 2012;Fixa modalidades, valores e normas gerais para a implementação do Crédito de Instalação aos beneficiários da reforma agrária;INSTRUÇÃO NORMATIVA Nº 74;https://bit.ly/2Td96NC
Créditos;02/09/2009;NORMA DE EXECUÇÃO N° 84, DE 02 DE SETEMBRO DE 2009.;Estabelece o fluxo operacional para concessão, aplicação, fiscalização e prestação de contas do Crédito Instalação, na modalidade Crédito Ambiental, no âmbito dos Projetos de Assentamento do Programa de Reforma Agrária.;NORMA DE EXECUÇÃO N° 84;https://bit.ly/2H1cvZi
Créditos;26/12/2008;NORMA DE EXECUÇÃO INCRA Nº 79, DE 26 DE DEZEMBRO DE 2008.;Estabelece fluxo operacional para concessão, aplicação e prestação de contas dos créditos do Crédito Instalação, no âmbito dos Projetos de Assentamento integrantes do Programa de Reforma Agrária.;NORMA DE EXECUÇÃO INCRA Nº 79;https://bit.ly/2XpABTh
Desapropriação para fins de reforma agrária;01/01/1988;CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL DE 1988;Art. 5º, XXII e XXIII, 184 a 186;CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL DE 1988;http://www.planalto.gov.br/ccivil_03/constituicao/constituicaocompilado.htm
Desapropriação para fins de reforma agrária;10/09/1962;LEI Nº 4.132, DE 10 DE SETEMBRO DE 1962;Define os casos de desapropriação por interesse social e dispõe sobre sua aplicação.;LEI Nº 4.132;https://bit.ly/2SqEP9G
Desapropriação para fins de reforma agrária;06/07/1993;LEI COMPLEMENTAR Nº 76, DE 6 DE JULHO DE 1993.;Dispõe sobre o procedimento contraditório especial, de rito sumário, para o processo de desapropriação de imóvel rural, por interesse social, para fins de reforma agrária.;LEI COMPLEMENTAR Nº 76;http://www.planalto.gov.br/ccivil_03/LEIS/LCP/Lcp76.htm
Desapropriação para fins de reforma agrária;30/11/1964;LEI Nº 4.504, DE 30 DE NOVEMBRO DE 1964.;Dispõe sobre o Estatuto da Terra, e dá outras providências. Artigos 12, 17, 18 e 24;LEI Nº 4.504;https://bit.ly/2zy81F1
Desapropriação para fins de reforma agrária;06/04/1966;LEI N° 4.947, DE 6 DE ABRIL DE 1966.;Fixa Normas de Direito Agrário, dispõe sobre o Sistema de Organização e Funcionamento do Instituto Brasileiro de Reforma Agrária, e dá outras Providências.;LEI N° 4.947;https://bit.ly/2Ez37L0
Desapropriação para fins de reforma agrária;21/06/1941;DECRETO-LEI Nº 3.365, DE 21 DE JUNHO DE 1941.;Dispõe sobre desapropriações por utilidade pública.;DECRETO-LEI Nº 3.365;https://bit.ly/2Sr4peI
Desapropriação para fins de reforma agrária;02/07/1971;LEI Nº 5.672, DE 2 DE JULHO DE 1971.;"Modifica o § 2º do art. 10 da Lei nº 4.947, de 6 de abril de 1966 (Normas de Direito Agrário), e o § 2º do art. 11 do Decreto-lei nº 57, de 18 de novembro de 1966, que dispõe sôbre o lançamento e cobrança do impôsto sôbre a propriedade territorial, e dá outras providências..
Art. 3º";LEI Nº 5.672;https://bit.ly/2TiuPDM
Desapropriação para fins de reforma agrária;25/02/1993;LEI Nº 8.629, DE 25 DE FEVEREIRO DE 1993.;Dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal. Artigos 2º a 17;LEI Nº 8.629;https://bit.ly/2zrQ0bg
Desapropriação para fins de reforma agrária;25/04/1969;"DECRETO-LEI Nº 554, DE 25 DE ABRIL DE 1969.
(REVOGADO)";"Dispõe sobre desapropriação por interesse social, de imóveis rurais, para fins de reforma agrária, e dá outras providências.
Revogado pela Lei complementar nº 76, de 1993.";DECRETO-LEI Nº 554;https://bit.ly/2Ntu45l
Desapropriação para fins de reforma agrária;11/06/1997;DECRETO N° 2.250, DE 11 DE JUNHO DE 1997.;Dispõe sobre a vistoria em imóvel rural destinado a reforma agrária e dá outras providências.;DECRETO N° 2.250;https://bit.ly/2TkRoaX
Desapropriação para fins de reforma agrária;04/04/2003;INSTRUÇÃO NORMATIVA N° 11, DE 04 ABRIL DE 2003.;Estabelece diretrizes para fixação do Módulo Fiscal de cada Município de que trata o Decreto n.º 84.685, de 6 de maio de 1980, bem como os procedimentos para cálculo dos Graus de Utilização da Terra -GUT e de Eficiência na Exploração GEE, observadas as disposições constantes da Lei n.º 8.629, de 25 de fevereiro de 1993.;INSTRUÇÃO NORMATIVA N° 11;https://bit.ly/2NsIKlg
Desapropriação para fins de reforma agrária;20/11/2006;INSTRUÇÃO NORMATIVA N° 36, DE 20 DE NOVEMBRO DE 2006. (REVOGADA);Diretrizes para descentralização das decisões, fixa as alçadas decisórias dos órgãos colegiados e dá outras providências. Revogada pela IN n° 62/2010, que foi revogada pela n° IN 81/2014.;INSTRUÇÃO NORMATIVA N° 36;https://bit.ly/2Swz9uU
Desapropriação para fins de reforma agrária;21/11/2014;INTRUÇÃO NORMATIVA N° 81, DE 21 DE NOVEMBRO DE 2014. (REVOGADA);Estabelece diretrizes básicas para as ações de obtenção de imóveis rurais para assentamento de trabalhadores rurais Revogada pela IN n° 83/2015.;INTRUÇÃO NORMATIVA N° 81;https://bit.ly/2T0OubT
Desapropriação para fins de reforma agrária;30/07/2015;INTRUÇÃO NORMATIVA N°83, DE 30 DE JULHO DE 2015.;"Estabelece diretrizes básicas para as ações de obtenção de imóveis rurais para assentamento de trabalhadores rurais.
Revoga a IN n° 81 de 2014.";INTRUÇÃO NORMATIVA N°83;https://bit.ly/2tD3FZT
Desapropriação para fins de reforma agrária;11/04/2001;NORMA DE EXECUÇÃO N° 10, DE 11 DE ABRIL DE 2001. (REVOGADA)NORMA DE EXECUÇÃO N° 10;Estabelece procedimentos técnicos e administrativos nas ações de obtenção de recursos fundiários. Revogada pela Norma de Execução nº 35/2004.;;https://bit.ly/2U9XaJy
Desapropriação para fins de reforma agrária;25/03/2004;"NORMA DE EXECUÇÃO N° 35, DE 25 DE MARÇO DE 2004.
(REVOGADA)";"Estabelece procedimentos técnicos e administrativos nas ações de obtenção de recursos fundiários.
Revogada pela Norma de Execução nº 83 - 26/05/2009.";NORMA DE EXECUÇÃO N° 35;https://bit.ly/2U4aPls
Desapropriação para fins de reforma agrária;25/10/2006;NORMA DE EXECUÇÃO N° 52, DE 25 DE OUTUBRO DE 2006.;Aprova o Manual de Obtenção de Terras e Perícia Judicial.;NORMA DE EXECUÇÃO N° 52;https://bit.ly/2U4bcwm
Desapropriação para fins de reforma agrária;26/05/2009;"NORMA DE EXECUÇÃO N° 83, DE 26 DE MAIO DE 2009.
(REVOGADA)";"Estabelece procedimentos administrativos e técnicos nas ações de obtenção de terras para assentamento de trabalhadores rurais.
Revogada pela Norma de Execução nº 95 - 08/2010.";NORMA DE EXECUÇÃO N° 83;https://bit.ly/2GKYdge
Desapropriação para fins de reforma agrária;07/08/2010;NORMA DE EXECUÇÃO N° 95, DE 7 DE AGOSTO DE 2010. (REVOGADA);Estabelece procedimentos administrativos e técnicos nas ações de obtenção de terras para assentamento de trabalhadores rurais. Revogada pela IN n° 81/2014.;NORMA DE EXECUÇÃO N° 95;https://bit.ly/2tC20Um
Desapropriação para fins de reforma agrária;31/01/2013;"PORTARIA N° 5, DE 31 DE JANEIRO DE 2013.
(REVOGADA)";"Esta portaria dispõe sobre os procedimentos administrativos voltados à obtenção de imóveis rurais para fins de reforma agrária.
Revogada pela Portaria n° 83/2014/MDA.";PORTARIA N° 5;https://bit.ly/2StdZxF
Desapropriação para fins de reforma agrária;31/01/2013;PORTARIA Nº 6, DE 31 DE JANEIRO DE 2013;Esta Portaria estabelece os parâmetros a serem observados pelo Ministério do Desenvolvimento Agrário - MDA e pelo Instituto Nacional de Colonização e Reforma Agrária - Incra no estabelecimento da ordem de prioridade territorial para as ações de obtenção de terras para a reforma Agrária e os critérios, requisitos e procedimentos básicos para a seleção de candidatos a beneficiários da reforma agrária.;PORTARIA Nº 6;https://bit.ly/2SteqrN
Desapropriação para fins de reforma agrária;31/01/2013;"PORTARIA Nº 7, DE 31 DE JANEIRO DE 2013.
(REVOGADA)";"Para efeito de obtenção de imóveis rurais para fins de reforma agrária.
Revogada pela Portaria n° 243/2015.";PORTARIA Nº 7;https://bit.ly/2SteqrN
Desapropriação para fins de reforma agrária;08/07/2015;PORTARIA Nº 243, DE 8 DE JULHO DE 2015.;Esta portaria dispõe sobre os procedimentos administrativos voltados à obtenção de imóveis rurais para fins de reforma agrária.;PORTARIA Nº 243;https://bit.ly/2tD7jD3
Desapropriação para fins de reforma agrária;28/11/2014;"PORTARIA Nº. 83, DE 28 DE NOVEMBRO DE 2014.
(REVOGADA)";"Esta portaria dispõe sobre os procedimentos administrativos voltados à obtenção de imóveis rurais para fins de reforma agrária.
Revogada pela Portaria n° 243/2015.";PORTARIA Nº. 83;https://bit.ly/2H2XYMM
Desapropriação para fins de reforma agrária;10/10/2013;PORTARIA N° 86, DE 10 DE OUTUBRO DE 2013;Excluem-se das disposições da Portaria/MDA nº 05, de 31 de janeiro de 2013 os procedimentos de obtenção de imóveis rurais para fins de reforma agrária;PORTARIA N° 86;https://bit.ly/2NtQ2Fr
Desapropriação para fins de reforma agrária;01/04/2014;PORTARIA N°-22, DE 1°- DE ABRIL DE 2014/MDA/;Art. 1º Excluem-se das disposições da Portaria MDA nº 5, de 31 de janeiro de 2013, os procedimentos de obtenção de imóveis rurais para fins de reforma agrária com Laudo Agronômico de Fiscalização - LAF finalizado até a data de sua publicação, se assegurados aos respectivos proprietários o contraditório e a ampla defesa.;PORTARIA N°-22;https://bit.ly/2XrZ2iP
Desapropriação para fins de reforma agrária;29/03/2012;RESOLUÇÃO/INCRA CONSELHO DIRETOR N° 01, DE 29 DE MARÇO DE 2012. (REVOGADA);SR faz acordo de até 100 mil ou com redução de prazo de TDA. Revogada pela IN n° 83/2015/INCRA.;RESOLUÇÃO/INCRA CONSELHO DIRETOR N° 01;http://twixar.me/KxC3
Doação, cessão de uso e concessão de direito real de uso para implantação de infraestrtura;30/11/1964;LEI Nº 4.504, DE 30 DE NOVEMBRO DE 1964.;"Dispõe sobre o Estatuto da Terra, e dá outras providências. Art. 18; 64, II; 73, VIII e V; 103, § 1°.";LEI Nº 4.504;https://bit.ly/2zy81F1
Doação, cessão de uso e concessão de direito real de uso para implantação de infraestrtura;03/12/1973;LEI N° 5.954, DE 3 DE DEZEMBRO DE 1973.;Autoriza o Instituto Nacional de Colonização e Reforma Agrária - INCRA, a doar imóveis remanescentes de Núcleos de Colonização e de Projetos de Reforma Agrária, nas condições que especifica.;LEI N° 5.954;https://bit.ly/2ICeHcf
Doação, cessão de uso e concessão de direito real de uso para implantação de infraestrtura;25/02/1993;LEI Nº 8.629, DE 25 DE FEVEREIRO DE 1993.;Dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal. Art. 22-A;LEI Nº 8.629;https://bit.ly/2TaO0j1
Doação, cessão de uso e concessão de direito real de uso para implantação de infraestrtura;21/06/1993;LEI N° 8666, DE 21 DE JUNHO DE 1993.;"Institui normas para licitações e contratos da Administração Pública e dá outras providências.
Art.17.";LEI N° 8666;https://bit.ly/28Sw9Xt
Doação, cessão de uso e concessão de direito real de uso para implantação de infraestrtura;30/09/1997;LEI Nº 9.504, DE 30 DE SETEMBRO DE 1997.;Estabelece normas para as eleições. Art. 73, § 10;LEI Nº 9.504;https://bit.ly/1nZPFwp
Doação, cessão de uso e concessão de direito real de uso para implantação de infraestrtura;15/05/1998;LEI Nº 9.636, DE 15 DE MAIO DE 1998.;"Dispõe sobre a regularização, administração, aforamento e alienação de bens imóveis de domínio da União.
Art. 18";LEI Nº 9.636;https://bit.ly/2Ddri22
Doação, cessão de uso e concessão de direito real de uso para implantação de infraestrtura;28/02/1967;DECRETO-LEI Nº 271, DE 28 DE FEVEREIRO DE 1967.;Dispõe sobre loteamento urbano, responsabilidade do Loteador concessão de uso e espaço aéreo e dá outras providências. Art.7°;DECRETO-LEI Nº 271,;https://bit.ly/2BWbzSy
Doação, cessão de uso e concessão de direito real de uso para implantação de infraestrtura;20/06/2014;LEI Nº 13.001, DE 20 DE JUNHO DE 2014.;"Dispõe sobre a liquidação de créditos concedidos aos assentados da reforma agrária.
Artigos 21 e 22";LEI Nº 13.001;https://bit.ly/2ExszjW
Doação, cessão de uso e concessão de direito real de uso para implantação de infraestrtura;15/03/2018;DECRETO Nº 9.311, DE 15 DE MARÇO DE 2018.;Regulamenta a Lei nº 8.629, de 25 de fevereiro de 1993, e a Lei nº 13.001, de 20 de junho de 2014, para dispor sobre o processo de seleção, permanência e titulação das famílias beneficiárias do Programa Nacional de Reforma Agrária. Artigos 42, 43 e 48.;DECRETO Nº 9.311;https://bit.ly/2tDdPtS
Doação, cessão de uso e concessão de direito real de uso para implantação de infraestrtura;14/07/2003;NORMA DE EXECUÇÃO 33, DE 14 DE JULHO DE 2003.;Dispõe sobre os procedimentos administrativos para a destinação de terras públicas da União e do Incra;NORMA DE EXECUÇÃO 33;https://bit.ly/2IFB40g
Emancipação e consolidação de projetos de assentamento;25/02/1993;LEI Nº 8.629, DE 25 DE FEVEREIRO DE 1993.;Dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal. Art. 17;LEI Nº 8.629;https://bit.ly/2zrQ0bg
Emancipação e consolidação de projetos de assentamento;15/03/2018;DECRETO Nº 9.311, DE 15 DE MARÇO DE 2018.;"Regulamenta a Lei nº 8.629, de 25 de fevereiro de 1993, e a Lei nº 13.001, de 20 de junho de 2014, para dispor sobre o processo de seleção, permanência e titulação das famílias beneficiárias do Programa Nacional de Reforma Agrária.
Artigos 46 e 47";DECRETO Nº 9.311;https://bit.ly/2tDdPtS
Emancipação e consolidação de projetos de assentamento;20/03/2001;INSTRUÇÃO NORMATIVA Nº 02, DE 20 DE MARÇO DE 2001. (REVOGADA);Estabelece normas gerais para a implementação do Programa Nacional de Reforma Agrária. Art. 13 Revogada pela IN nº 15/2004.;INSTRUÇÃO NORMATIVA Nº 02;https://bit.ly/2Xp4Vxs
Emancipação e consolidação de projetos de assentamento;06/04/2001;NORMA DE EXECUÇÃO N° 9, DE 06 DE ABRIL DE 2001.;Dispõe sobre o processo de consolidação de projetos de assentamento em áreas de Reforma Agrária.;NORMA DE EXECUÇÃO N° 9;http://www.incra.gov.br/sites/default/files/uploads/legislacao/norma-execucao/ne_09-2001_proc_consolidacao_pa.pdf
Faixa de fronteira;18/09/1946;CONSTITUIÇÃO DOS ESTADOS UNIDOS DO BRASIL, DE 18 DE SETEMBRO DE 1946.;Art. 180 - Nas zonas indispensáveis à defesa do País, não se permitirá, sem prévio assentimento do Conselho de Segurança Nacional.;CONSTITUIÇÃO DOS ESTADOS UNIDOS DO BRASIL;https://bit.ly/1Teztg2
Faixa de fronteira;18/09/1946;CONSTITUIÇÃO DOS ESTADOS UNIDOS DO BRASIL, DE 18 DE SETEMBRO DE 1946.;Art. 180 - Nas zonas indispensáveis à defesa do País, não se permitirá, sem prévio assentimento do Conselho de Segurança Nacional.;CONSTITUIÇÃO DOS ESTADOS UNIDOS DO BRASIL;http://www.planalto.gov.br/ccivil_03/Constituicao/Constituicao46.htm
Faixa de fronteira;01/01/1988;CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL DE 1988;"Art. 37; 46; 67; 69; 88";CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL DE 1988;https://bit.ly/1bIJ9XW
Faixa de fronteira;24/02/1891;CONSTITUIÇÃO DA REPÚBLICA DOS ESTADOS UNIDOS DO BRASIL, DE 24 DE FEVEREIRO DE 1891.;Art. 64;CONSTITUIÇÃO DA REPÚBLICA DOS ESTADOS UNIDOS DO BRASIL;https://bit.ly/1LBCTma
Faixa de fronteira;18/09/1850;LEI N° 601, DE 18 DE SETEMBRO DE 1850.;Dispõe sobre as terras devolutas do Império.;LEI N° 601;https://bit.ly/2OAEnrD
Faixa de fronteira;12/09/1955;"LEI N° 2.597, DE 12 DE SETEMBRO DE 1955.
(REVOGADA)";"Dispõe sobre zonas indispensáveis à defesa do país e dá outras providências.
Revogada pela Lei nº 6.634, de 1979.";LEI N° 2.597;https://bit.ly/2IDGRUi
